IP,COUNT,LAST_UPDATED_TIMESTAMP
0.0.12.13,5
10.0.12.13,5
20.0.12.13,5
30.0.12.13,5
1.1.12.13,5
11.1.12.13,5
21.1.12.13,5
31.1.12.13,5
2.2.12.13,5
12.2.12.13,5
22.2.12.13,5
32.2.12.13,5
3.3.12.13,5
13.3.12.13,5
23.3.12.13,5
33.3.12.13,5
4.4.12.13,5
14.4.12.13,5
24.4.12.13,5
34.4.12.13,5
5.5.12.13,5
15.5.12.13,5
25.5.12.13,5
35.5.12.13,5
6.6.12.13,5
16.6.12.13,5
26.6.12.13,5
36.6.12.13,5
7.7.12.13,5
17.7.12.13,5
27.7.12.13,5
37.7.12.13,5
8.8.12.13,5
18.8.12.13,5
28.8.12.13,5
38.8.12.13,5
9.9.12.13,5
19.9.12.13,5
29.9.12.13,5
39.9.12.13,5
0.10.12.13,5
10.10.12.13,5
20.10.12.13,5
30.10.12.13,5
1.11.12.13,5
11.11.12.13,5
21.11.12.13,5
31.11.12.13,5
2.12.12.13,5
12.12.12.13,5
22.12.12.13,5
32.12.12.13,5
3.13.12.13,5
13.13.12.13,5
23.13.12.13,5
33.13.12.13,5
4.14.12.13,5
14.14.12.13,5
24.14.12.13,5
34.14.12.13,5
5.15.12.13,5
15.15.12.13,5
25.15.12.13,5
35.15.12.13,5
6.16.12.13,5
16.16.12.13,5
26.16.12.13,5
36.16.12.13,5
7.17.12.13,5
17.17.12.13,5
27.17.12.13,5
37.17.12.13,5
8.18.12.13,5
18.18.12.13,5
28.18.12.13,5
38.18.12.13,5
9.19.12.13,5
19.19.12.13,5
29.19.12.13,5
39.19.12.13,5
0.20.12.13,5
10.20.12.13,5
20.20.12.13,5
30.20.12.13,5
1.21.12.13,5
11.21.12.13,5
21.21.12.13,5
31.21.12.13,5
2.22.12.13,5
12.22.12.13,5
22.22.12.13,5
32.22.12.13,5
3.23.12.13,5
13.23.12.13,5
23.23.12.13,5
33.23.12.13,5
4.24.12.13,5
14.24.12.13,5
24.24.12.13,5
34.24.12.13,5
5.25.12.13,5
15.25.12.13,5
25.25.12.13,5
35.25.12.13,5
6.26.12.13,5
16.26.12.13,5
26.26.12.13,5
36.26.12.13,5
7.27.12.13,5
17.27.12.13,5
27.27.12.13,5
37.27.12.13,5
8.28.12.13,5
18.28.12.13,5
28.28.12.13,5
38.28.12.13,5
9.29.12.13,5
19.29.12.13,5
29.29.12.13,5
39.29.12.13,5
0.30.12.13,5
10.30.12.13,5
20.30.12.13,5
30.30.12.13,5
1.31.12.13,5
11.31.12.13,5
21.31.12.13,5
31.31.12.13,5
2.32.12.13,5
12.32.12.13,5
22.32.12.13,5
32.32.12.13,5
3.33.12.13,5
13.33.12.13,5
23.33.12.13,5
33.33.12.13,5
4.34.12.13,5
14.34.12.13,5
24.34.12.13,5
34.34.12.13,5
5.35.12.13,5
15.35.12.13,5
25.35.12.13,5
35.35.12.13,5
6.36.12.13,5
16.36.12.13,5
26.36.12.13,5
36.36.12.13,5
7.37.12.13,5
17.37.12.13,5
27.37.12.13,5
37.37.12.13,5
8.38.12.13,5
18.38.12.13,5
28.38.12.13,5
38.38.12.13,5
9.39.12.13,5
19.39.12.13,5
29.39.12.13,5
39.39.12.13,5
0.40.12.13,5
10.40.12.13,5
20.40.12.13,5
30.40.12.13,5
1.41.12.13,5
11.41.12.13,5
21.41.12.13,5
31.41.12.13,5
2.42.12.13,5
12.42.12.13,5
22.42.12.13,5
32.42.12.13,5
3.43.12.13,5
13.43.12.13,5
23.43.12.13,5
33.43.12.13,5
4.44.12.13,5
14.44.12.13,5
24.44.12.13,5
34.44.12.13,5
5.45.12.13,5
15.45.12.13,5
25.45.12.13,5
35.45.12.13,5
6.46.12.13,5
16.46.12.13,5
26.46.12.13,5
36.46.12.13,5
7.47.12.13,5
17.47.12.13,5
27.47.12.13,5
37.47.12.13,5
8.48.12.13,5
18.48.12.13,5
28.48.12.13,5
38.48.12.13,5
9.49.12.13,5
19.49.12.13,5
29.49.12.13,5
39.49.12.13,5
0.50.12.13,5
10.50.12.13,5
20.50.12.13,5
30.50.12.13,5
1.51.12.13,5
11.51.12.13,5
21.51.12.13,5
31.51.12.13,5
2.52.12.13,5
12.52.12.13,5
22.52.12.13,5
32.52.12.13,5
3.53.12.13,5
13.53.12.13,5
23.53.12.13,5
33.53.12.13,5
4.54.12.13,5
14.54.12.13,5
24.54.12.13,5
34.54.12.13,5
5.55.12.13,5
15.55.12.13,5
25.55.12.13,5
35.55.12.13,5
6.56.12.13,5
16.56.12.13,5
26.56.12.13,5
36.56.12.13,5
7.57.12.13,5
17.57.12.13,5
27.57.12.13,5
37.57.12.13,5
8.58.12.13,5
18.58.12.13,5
28.58.12.13,5
38.58.12.13,5
9.59.12.13,5
19.59.12.13,5
29.59.12.13,5
39.59.12.13,5
0.60.12.13,5
10.60.12.13,5
20.60.12.13,5
30.60.12.13,5
1.61.12.13,5
11.61.12.13,5
21.61.12.13,5
31.61.12.13,5
2.62.12.13,5
12.62.12.13,5
22.62.12.13,5
32.62.12.13,5
3.63.12.13,5
13.63.12.13,5
23.63.12.13,5
33.63.12.13,5
4.64.12.13,5
14.64.12.13,5
24.64.12.13,5
34.64.12.13,5
5.65.12.13,5
15.65.12.13,5
25.65.12.13,5
35.65.12.13,5
6.66.12.13,5
16.66.12.13,5
26.66.12.13,5
36.66.12.13,5
7.67.12.13,5
17.67.12.13,5
27.67.12.13,5
37.67.12.13,5
8.68.12.13,5
18.68.12.13,5
28.68.12.13,5
38.68.12.13,5
9.69.12.13,5
19.69.12.13,5
29.69.12.13,5
39.69.12.13,5
0.70.12.13,5
10.70.12.13,5
20.70.12.13,5
30.70.12.13,5
1.71.12.13,5
11.71.12.13,5
21.71.12.13,5
31.71.12.13,5
2.72.12.13,5
12.72.12.13,5
22.72.12.13,5
32.72.12.13,5
3.73.12.13,5
13.73.12.13,5
23.73.12.13,5
33.73.12.13,5
4.74.12.13,5
14.74.12.13,5
24.74.12.13,5
34.74.12.13,5
5.75.12.13,5
15.75.12.13,5
25.75.12.13,5
35.75.12.13,5
6.76.12.13,5
16.76.12.13,5
26.76.12.13,5
36.76.12.13,5
7.77.12.13,5
17.77.12.13,5
27.77.12.13,5
37.77.12.13,5
8.78.12.13,5
18.78.12.13,5
28.78.12.13,5
38.78.12.13,5
9.79.12.13,5
19.79.12.13,5
29.79.12.13,5
39.79.12.13,5
0.80.12.13,5
10.80.12.13,5
20.80.12.13,5
30.80.12.13,5
1.81.12.13,5
11.81.12.13,5
21.81.12.13,5
31.81.12.13,5
2.82.12.13,5
12.82.12.13,5
22.82.12.13,5
32.82.12.13,5
3.83.12.13,5
13.83.12.13,5
23.83.12.13,5
33.83.12.13,5
4.84.12.13,5
14.84.12.13,5
24.84.12.13,5
34.84.12.13,5
5.85.12.13,5
15.85.12.13,5
25.85.12.13,5
35.85.12.13,5
6.86.12.13,5
16.86.12.13,5
26.86.12.13,5
36.86.12.13,5
7.87.12.13,5
17.87.12.13,5
27.87.12.13,5
37.87.12.13,5
8.88.12.13,5
18.88.12.13,5
28.88.12.13,5
38.88.12.13,5
9.89.12.13,5
19.89.12.13,5
29.89.12.13,5
39.89.12.13,5
0.90.12.13,5
10.90.12.13,5
20.90.12.13,5
30.90.12.13,5
1.91.12.13,5
11.91.12.13,5
21.91.12.13,5
31.91.12.13,5
2.92.12.13,5
12.92.12.13,5
22.92.12.13,5
32.92.12.13,5
3.93.12.13,5
13.93.12.13,5
23.93.12.13,5
33.93.12.13,5
4.94.12.13,5
14.94.12.13,5
24.94.12.13,5
34.94.12.13,5
5.95.12.13,5
15.95.12.13,5
25.95.12.13,5
35.95.12.13,5
6.96.12.13,5
16.96.12.13,5
26.96.12.13,5
36.96.12.13,5
7.97.12.13,5
17.97.12.13,5
27.97.12.13,5
37.97.12.13,5
8.98.12.13,5
18.98.12.13,5
28.98.12.13,5
38.98.12.13,5
9.99.12.13,5
19.99.12.13,5
29.99.12.13,5
39.99.12.13,5
0.100.12.13,5
10.100.12.13,5
20.100.12.13,5
30.100.12.13,5
1.101.12.13,5
11.101.12.13,5
21.101.12.13,5
31.101.12.13,5
2.102.12.13,5
12.102.12.13,5
22.102.12.13,5
32.102.12.13,5
3.103.12.13,5
13.103.12.13,5
23.103.12.13,5
33.103.12.13,5
4.104.12.13,5
14.104.12.13,5
24.104.12.13,5
34.104.12.13,5
5.105.12.13,5
15.105.12.13,5
